,web-scraper-order,web-scraper-start-url,link,link-href,adres,buurt,oppervlakte_wonen,slaapkamers,huurmaand,huurprijs,huurovereenkomst,aangeboden_sinds,status,aanvaarding,soort_woonhuis,soort_bouw,bouwjaar,specifiek,soort_dak,opp_gebouwgebonden_buitenruimte,opp_externe_bergruimte,opp_perceel,inhoud,aantal_kamers,aantal_badkamers,badkamervoorziening,aantal_woonlagen,voorzieningen,energielabel,isolatie,verwarming,warm_water,cv_ketel,kadastrale_kaart,oppervlakte_kadaster,ligging,tuin,achtertuin,ligging_tuin,balkon_dakterras,parkeergelegenheid,postcode,plaatsnaam,huurmaand_woning,aantal_toiletten,plaatsnaam_encoded
54,1732824866-55,https://www.funda.nl/zoeken/huur?selected_area=%5B%22nl%22%5D&search_result=283,"Branding 24-C
             
                2221 VX Katwijk (ZH)",https://www.funda.nl/detail/huur/katwijk-zh/parkeergelegenheid-branding-24-c/43720675/,Branding 24-C,Rijnsoever-Oost,,,182.0,,,26 november 2024,Beschikbaar,In overleg,,,,,,,,,231.0,,,,,,Niet beschikbaar,,,,,,,,,,,,Garage,2221 VX,Katwijk (ZH),,,208
55,1732824868-56,https://www.funda.nl/zoeken/huur?selected_area=%5B%22nl%22%5D&search_result=283,"Oostburgsestraat 30
             
                4505 AC Zuidzande",https://www.funda.nl/detail/huur/zuidzande/huis-oostburgsestraat-30/43609910/,Oostburgsestraat 30,Verspreide huizen Zuidzande,,5.0,1500.0,€ 1.500 per maand (geen servicekosten),,3 maanden,,,"Eengezinswoning, vrijstaande woning",Bestaande bouw,1926.0,,,,,,522.0,6.0,,,,,Niet beschikbaar,,,,,,,,,,,,,4505 AC,Zuidzande,1500.0,,477
56,1732824871-57,https://www.funda.nl/zoeken/huur?selected_area=%5B%22nl%22%5D&search_result=283,"Oosthavendijk 46-A7
             
                3241 LK Middelharnis",https://www.funda.nl/detail/huur/middelharnis/object-oosthavendijk-46-a7/43701687/,Oosthavendijk 46-A7,Middelharnis oostplaat,,,375.0,,,2 weken,Beschikbaar,In overleg,,Bestaande bouw,,,,,,,231.0,,,,,,Niet beschikbaar,,,,,,,,,,,,,3241 LK,Middelharnis,,,264
57,1732824873-58,https://www.funda.nl/zoeken/huur?selected_area=%5B%22nl%22%5D&search_result=283,"Mercuriusweg 6
             
                2741 TA Waddinxveen",https://www.funda.nl/detail/huur/waddinxveen/parkeergelegenheid-mercuriusweg-6/41954978/,Mercuriusweg 6,Bedrijventerrein Mercuriusweg,,,200.0,,,6+ maanden,Beschikbaar,Per direct beschikbaar,,,,,,,,20.0,231.0,,,,,,Niet beschikbaar,,,,,,,,,,,,Garage,2741 TA,Waddinxveen,,,428
58,1732824876-59,https://www.funda.nl/zoeken/huur?selected_area=%5B%22nl%22%5D&search_result=283,"Sophiapromenade 
             
                3344 PR Hendrik-Ido-Ambacht",https://www.funda.nl/detail/huur/hendrik-ido-ambacht/parkeergelegenheid-sophiapromenade-0-ong/42091691/,Sophiapromenade,Volgerlanden-West,,,65.0,,,6+ maanden,Beschikbaar,In overleg,,,,,,,,,231.0,,,,,,Niet beschikbaar,,,,,,,,,,,,Parkeerplaats,3344 PR,Hendrik-Ido-Ambacht,,,171
59,1732824878-60,https://www.funda.nl/zoeken/huur?selected_area=%5B%22nl%22%5D&search_result=283,"Straat Bali 
             
                9642 AK Veendam",https://www.funda.nl/detail/huur/veendam/parkeergelegenheid-straat-bali-0-ong/43675900/,Straat Bali,Veendam-Sorghvliet,,,100.0,,,4 maanden,Beschikbaar,,,,,,,,,17.0,231.0,,,,,,Niet beschikbaar,,,,,,,,,,,,Garage,9642 AK,Veendam,,,403
60,1732824884-61,https://www.funda.nl/zoeken/huur?selected_area=%5B%22nl%22%5D&search_result=282,"Abel Tasmanstraat 
             
                9675 BH Winschoten",https://www.funda.nl/detail/huur/winschoten/parkeergelegenheid-abel-tasmanstraat-0-ong/43675902/,Abel Tasmanstraat,Zeeheldenbuurt,,,100.0,,,4 maanden,Beschikbaar,In overleg,,,,,,,,19.0,231.0,,,,,,Niet beschikbaar,,,,,,,,,,,,Garage,9675 BH,Winschoten,,,449
61,1732824886-62,https://www.funda.nl/zoeken/huur?selected_area=%5B%22nl%22%5D&search_result=282,"Piet Heinlaan 
             
                9675 AV Winschoten",https://www.funda.nl/detail/huur/winschoten/parkeergelegenheid-piet-heinlaan-0-ong/43675938/,Piet Heinlaan,Zeeheldenbuurt,,,100.0,,,4 maanden,Beschikbaar,,,,,,,,,31.0,231.0,,,,,,Niet beschikbaar,,,,,,,,,,,,Garage,9675 AV,Winschoten,,,449
62,1732824888-63,https://www.funda.nl/zoeken/huur?selected_area=%5B%22nl%22%5D&search_result=282,"Irisstraat 4-G8
             
                1777 XP Hippolytushoef",https://www.funda.nl/detail/huur/hippolytushoef/parkeergelegenheid-irisstraat-4-g8/43702404/,Irisstraat 4-G8,Hippolytushoef West (woonkern),,,75.0,,,2 weken,Beschikbaar,Per direct beschikbaar,,,,,,,,18.0,231.0,,,,,,Niet beschikbaar,,,,,,,,,,,,Garage,1777 XP,Hippolytushoef,,,175
63,1732824891-64,https://www.funda.nl/zoeken/huur?selected_area=%5B%22nl%22%5D&search_result=282,"Hogeweg 
             
                5914 BK Venlo",https://www.funda.nl/detail/huur/venlo/parkeergelegenheid-hogeweg-0-ong/43702591/,Hogeweg,'t Zand,,,105.0,,,2 weken,Beschikbaar,Beschikbaar per 01-03-2025,,,,,,,,,231.0,,,,,,Niet beschikbaar,,,,,,,,,,,,Garage,5914 BK,Venlo,,,411
64,1732824893-65,https://www.funda.nl/zoeken/huur?selected_area=%5B%22nl%22%5D&search_result=282,"Riethil 14
             
                4825 AP Breda",https://www.funda.nl/detail/huur/breda/parkeergelegenheid-riethil-14/42384409/,Riethil 14,Krogten,,,250.0,,,6+ maanden,Beschikbaar,In overleg,,,,,,,,24.0,231.0,,,,,,Niet beschikbaar,,,,,,,,,,,,Garage,4825 AP,Breda,,,58
65,1732824898-66,https://www.funda.nl/zoeken/huur?selected_area=%5B%22nl%22%5D&search_result=282,"Aalsmeerderdijk 375-G
             
                1436 BJ Aalsmeerderbrug",https://www.funda.nl/detail/huur/aalsmeerderbrug/parkeergelegenheid-aalsmeerderdijk-375-g/43714454/,Aalsmeerderdijk 375-G,Aalsmeerderbrug,,,425.0,,,20 november 2024,Beschikbaar,In overleg,,,,,,,,,231.0,,,,,,Niet beschikbaar,,,,,,,,,,,,Garage,1436 BJ,Aalsmeerderbrug,,,5
66,1732824900-67,https://www.funda.nl/zoeken/huur?selected_area=%5B%22nl%22%5D&search_result=282,"Rijksstraatweg 3-A5
             
                9254 DA Hurdegaryp",https://www.funda.nl/detail/huur/hurdegaryp/appartement-rijksstraatweg-3-a5/43766618/,Rijksstraatweg 3-A5,Hurdegaryp,,2.0,1225.0,€ 1.225 per maand (geen servicekosten),,7 weken,,,,Nieuwbouw,2024.0,,,,,,180.0,3.0,,,,,A+++,,,,,,,,,,,,,9254 DA,Hurdegaryp,1225.0,,197
67,1732824903-68,https://www.funda.nl/zoeken/huur?selected_area=%5B%22nl%22%5D&search_result=282,"Veldekestraat 32
             
                4819 EP Breda",https://www.funda.nl/detail/huur/breda/parkeergelegenheid-veldekestraat-32/43417252/,Veldekestraat 32,Boeimeer,,,145.0,,,6+ maanden,Beschikbaar,Per direct beschikbaar,,,,,,,,,231.0,,,,,,Niet beschikbaar,,,,,,,,,,,,Garage,4819 EP,Breda,,,58
68,1732824905-69,https://www.funda.nl/zoeken/huur?selected_area=%5B%22nl%22%5D&search_result=282,"Stoofweg 14-A
             
                3253 MA Ouddorp",https://www.funda.nl/detail/huur/ouddorp/parkeergelegenheid-stoofweg-14-a/43762322/,Stoofweg 14-A,Ouddorp buitengebied,,,450.0,,,6 weken,Beschikbaar,In overleg,,,,,,,,490.0,231.0,,,,,,Niet beschikbaar,,,,,,,,,,,,Garage,3253 MA,Ouddorp,,,311
69,1732824907-70,https://www.funda.nl/zoeken/huur?selected_area=%5B%22nl%22%5D&search_result=282,"Kalhuisplaats 12
             
                2586 JR Den Haag",https://www.funda.nl/detail/huur/den-haag/parkeergelegenheid-kalhuisplaats-12/43590995/,Kalhuisplaats 12,Scheveningen Badplaats,,,185.0,,,6+ maanden,Beschikbaar,In overleg,,,,,,,,,231.0,,,,,,Niet beschikbaar,,,,,,,,,,,,Parkeerplaats,2586 JR,Den Haag,,,90
70,1732824910-71,https://www.funda.nl/zoeken/huur?selected_area=%5B%22nl%22%5D&search_result=282,"Hoenderdijk 7-B
             
                3253 AK Ouddorp",https://www.funda.nl/detail/huur/ouddorp/huis-hoenderdijk-7-b/43761895/,Hoenderdijk 7-B,Ouddorp centrum,,,650.0,€ 650 per maand (geen servicekosten),,6 weken,,,"Eengezinswoning, hoekwoning",Bestaande bouw,1983.0,,,,,,39.0,,,,,,Niet beschikbaar,,,,,,,,,,,,,3253 AK,Ouddorp,,,311
71,1732824912-72,https://www.funda.nl/zoeken/huur?selected_area=%5B%22nl%22%5D&search_result=282,"Stadhoudersplantsoen 22
             
                2517 JL Den Haag",https://www.funda.nl/detail/huur/den-haag/parkeergelegenheid-stadhoudersplantsoen-22/42920105/,Stadhoudersplantsoen 22,Zorgvliet,,,194.0,,,6+ maanden,Beschikbaar,In overleg,,,,,,,,,231.0,,,,,,Niet beschikbaar,,,,,,,,,,,,Parkeerplaats,2517 JL,Den Haag,,,90
72,1732824915-73,https://www.funda.nl/zoeken/huur?selected_area=%5B%22nl%22%5D&search_result=282,"Rijnstraat 
             
                9673 CN Winschoten",https://www.funda.nl/detail/huur/winschoten/parkeergelegenheid-rijnstraat-0-ong/43694592/,Rijnstraat,Winschoten-Zuid,,,90.0,,,3 maanden,Beschikbaar,In overleg,,,,,,,,303.0,231.0,,,,,,Niet beschikbaar,,,,,,,,,,,,Garage,9673 CN,Winschoten,,,449
73,1732824917-74,https://www.funda.nl/zoeken/huur?selected_area=%5B%22nl%22%5D&search_result=282,"Damsterdiep 24-A
             
                9711 SL Groningen",https://www.funda.nl/detail/huur/groningen/appartement-damsterdiep-24-a/43620982/,Damsterdiep 24-A,Binnenstad-Oost,,1.0,921.0,"€ 921 per maand (inclusief servicekosten à € 100,00 /mnd)",,2 maanden,,,,Bestaande bouw,1880.0,,,,,,63.0,2.0,,,,,A+,,,,,,,,,,,,,9711 SL,Groningen,921.0,,142
74,1732824919-75,https://www.funda.nl/zoeken/huur?selected_area=%5B%22nl%22%5D&search_result=282,"Pater Brugmanstraat 4-G9
             
                4524 AW Sluis",https://www.funda.nl/detail/huur/sluis/parkeergelegenheid-pater-brugmanstraat-4-g9/43777712/,Pater Brugmanstraat 4-G9,Sluis,,,125.0,,,6 weken,Beschikbaar,Beschikbaar per 01-12-2024,,,,,,,,20.0,231.0,,,,,,Niet beschikbaar,,,,,,,,,,,,Garage,4524 AW,Sluis,,,363
75,1732824924-76,https://www.funda.nl/zoeken/huur?selected_area=%5B%22nl%22%5D&search_result=281,"Leksmondhof 
             
                1108 GB Amsterdam",https://www.funda.nl/detail/huur/amsterdam/parkeergelegenheid-leksmondhof-0-ong/43794460/,Leksmondhof,L-buurt,,,100.0,,,3 weken,Beschikbaar,Per direct beschikbaar,,,,,,,,,231.0,,,,,,Niet beschikbaar,,,,,,,,,,,,Parkeerplaats,1108 GB,Amsterdam,,,17
76,1732824926-77,https://www.funda.nl/zoeken/huur?selected_area=%5B%22nl%22%5D&search_result=281,"Duurzaamheidstraat 31
             
                8094 SC Hattemerbroek",https://www.funda.nl/detail/huur/hattemerbroek/parkeergelegenheid-duurzaamheidstraat-31/43674823/,Duurzaamheidstraat 31,Verspreide huizen polder Hattemerbroek,,,250.0,,,4 maanden,Beschikbaar,In overleg,,,,,,,,16.0,231.0,,,,,,Niet beschikbaar,,,,,,,,,,,,Garage,8094 SC,Hattemerbroek,,,158
77,1732824929-78,https://www.funda.nl/zoeken/huur?selected_area=%5B%22nl%22%5D&search_result=281,"Adriaan Poirtersstraat 5-G
             
                4624 HK Bergen op Zoom",https://www.funda.nl/detail/huur/bergen-op-zoom/parkeergelegenheid-adriaan-poirtersstraat-5-g/40857095/,Adriaan Poirtersstraat 5-G,Warande-West,,,,,,6+ maanden,Beschikbaar,In overleg,,,,,,,,,231.0,,,,,,Niet beschikbaar,,,,,,,,,,,,Garage,4624 HK,Bergen op Zoom,,,40
78,1732824931-79,https://www.funda.nl/zoeken/huur?selected_area=%5B%22nl%22%5D&search_result=281,"Leerdamhof 
             
                1108 GB Amsterdam",https://www.funda.nl/detail/huur/amsterdam/parkeergelegenheid-leerdamhof-0-ong/43794469/,Leerdamhof,L-buurt,,,100.0,,,3 weken,Beschikbaar,Per direct beschikbaar,,,,,,,,,231.0,,,,,,Niet beschikbaar,,,,,,,,,,,,Parkeerplaats,1108 GB,Amsterdam,,,17
79,1732824933-80,https://www.funda.nl/zoeken/huur?selected_area=%5B%22nl%22%5D&search_result=281,"Kerkstraat 
             
                7071 WZ Ulft",https://www.funda.nl/detail/huur/ulft/parkeergelegenheid-kerkstraat-0-ong/41215809/,Kerkstraat,Ulft-Centrum en Ulft-Oost,,,43.0,,,6+ maanden,Beschikbaar,In overleg,,,,,,,,,231.0,,,,,,Niet beschikbaar,,,,,,,,,,,,Inpandige garage,7071 WZ,Ulft,,,395
80,1732824936-81,https://www.funda.nl/zoeken/huur?selected_area=%5B%22nl%22%5D&search_result=281,"Rijksstraatweg 3-A3
             
                9254 DA Hurdegaryp",https://www.funda.nl/detail/huur/hurdegaryp/appartement-rijksstraatweg-3-a3/43759576/,Rijksstraatweg 3-A3,Hurdegaryp,,2.0,1250.0,€ 1.250 per maand (geen servicekosten),,8 weken,,,,Nieuwbouw,2024.0,,,,,,195.0,3.0,,,,,A+++,,,,,,,,,,,,,9254 DA,Hurdegaryp,1250.0,,197
81,1732824939-82,https://www.funda.nl/zoeken/huur?selected_area=%5B%22nl%22%5D&search_result=281,"Rijksstraatweg 3-A4
             
                9254 DA Hurdegaryp",https://www.funda.nl/detail/huur/hurdegaryp/appartement-rijksstraatweg-3-a4/43718734/,Rijksstraatweg 3-A4,Hurdegaryp,,2.0,1175.0,€ 1.175 per maand (geen servicekosten),,15 november 2024,,,,Nieuwbouw,2024.0,,,,,,168.0,3.0,,,,,A+++,,,,,,,,,,,,,9254 DA,Hurdegaryp,1175.0,,197
82,1732824941-83,https://www.funda.nl/zoeken/huur?selected_area=%5B%22nl%22%5D&search_result=281,"Rijksstraatweg 3-A9
             
                9254 DA Hurdegaryp",https://www.funda.nl/detail/huur/hurdegaryp/appartement-rijksstraatweg-3-a9/43723752/,Rijksstraatweg 3-A9,Hurdegaryp,,2.0,1225.0,€ 1.225 per maand (geen servicekosten),,Vandaag,,,,Nieuwbouw,2024.0,,,,,,180.0,3.0,,,,,A+++,,,,,,,,,,,,,9254 DA,Hurdegaryp,1225.0,,197
83,1732824943-84,https://www.funda.nl/zoeken/huur?selected_area=%5B%22nl%22%5D&search_result=281,"Jachthavenweg 47
             
                4311 NC Bruinisse",https://www.funda.nl/detail/huur/bruinisse/appartement-jachthavenweg-47/41578643/,Jachthavenweg 47,Recreatiegebied,,1.0,1100.0,€ 1.100 per maand (geen servicekosten),,6+ maanden,,,,Bestaande bouw,1973.0,,,,,,120.0,2.0,,,,,Niet beschikbaar,,,,,,,,,,,,,4311 NC,Bruinisse,1100.0,,63
84,1732824946-85,https://www.funda.nl/zoeken/huur?selected_area=%5B%22nl%22%5D&search_result=281,"Vlooswijkstraat 14
             
                4531 CE Terneuzen",https://www.funda.nl/detail/huur/terneuzen/object-vlooswijkstraat-14/42108010/,Vlooswijkstraat 14,Binnenstad-Java,,,1000.0,,,6+ maanden,Beschikbaar,In overleg,,Bestaande bouw,,,,,,,231.0,,,,,,Niet beschikbaar,,,,,,,,,,,,,4531 CE,Terneuzen,1000.0,,384
85,1732824948-86,https://www.funda.nl/zoeken/huur?selected_area=%5B%22nl%22%5D&search_result=281,"Jachthavenweg 49
             
                4311 NC Bruinisse",https://www.funda.nl/detail/huur/bruinisse/appartement-jachthavenweg-49/43572159/,Jachthavenweg 49,Recreatiegebied,,1.0,1200.0,€ 1.200 per maand (geen servicekosten),,6+ maanden,,,,Bestaande bouw,1973.0,,,,,,120.0,2.0,,,,,Niet beschikbaar,,,,,,,,,,,,,4311 NC,Bruinisse,1200.0,,63
86,1732824950-87,https://www.funda.nl/zoeken/huur?selected_area=%5B%22nl%22%5D&search_result=281,"Industrieweg 69-71
             
                2651 BC Berkel en Rodenrijs",https://www.funda.nl/detail/huur/berkel-en-rodenrijs/parkeergelegenheid-industrieweg-69-71/43655436/,Industrieweg 69-71,Bedrijventerrein Rodenrijs,,,325.0,,,5 maanden,Beschikbaar,Per direct beschikbaar,,,,,,,,,231.0,,,,,,Niet beschikbaar,,,,,,,,,,,,Garage,2651 BC,Berkel en Rodenrijs,,,42
87,1732824953-88,https://www.funda.nl/zoeken/huur?selected_area=%5B%22nl%22%5D&search_result=281,"Industrieweg 69-72
             
                2651 BC Berkel en Rodenrijs",https://www.funda.nl/detail/huur/berkel-en-rodenrijs/parkeergelegenheid-industrieweg-69-72/43655363/,Industrieweg 69-72,Bedrijventerrein Rodenrijs,,,325.0,,,5 maanden,Beschikbaar,Per direct beschikbaar,,,,,,,,,231.0,,,,,,Niet beschikbaar,,,,,,,,,,,,Garage,2651 BC,Berkel en Rodenrijs,,,42
88,1732824955-89,https://www.funda.nl/zoeken/huur?selected_area=%5B%22nl%22%5D&search_result=281,"Industrieweg 69-73
             
                2651 BC Berkel en Rodenrijs",https://www.funda.nl/detail/huur/berkel-en-rodenrijs/parkeergelegenheid-industrieweg-69-73/43655301/,Industrieweg 69-73,Bedrijventerrein Rodenrijs,,,325.0,,,5 maanden,Beschikbaar,Per direct beschikbaar,,,,,,,,,231.0,,,,,,Niet beschikbaar,,,,,,,,,,,,Garage,2651 BC,Berkel en Rodenrijs,,,42
89,1732824958-90,https://www.funda.nl/zoeken/huur?selected_area=%5B%22nl%22%5D&search_result=281,"Industrieweg 69-74
             
                2651 BC Berkel en Rodenrijs",https://www.funda.nl/detail/huur/berkel-en-rodenrijs/parkeergelegenheid-industrieweg-69-74/43655313/,Industrieweg 69-74,Bedrijventerrein Rodenrijs,,,325.0,,,5 maanden,Beschikbaar,Per direct beschikbaar,,,,,,,,,231.0,,,,,,Niet beschikbaar,,,,,,,,,,,,Garage,2651 BC,Berkel en Rodenrijs,,,42
90,1732824963-91,https://www.funda.nl/zoeken/huur?selected_area=%5B%22nl%22%5D&search_result=280,"Industrieweg 69-179
             
                2651 BC Berkel en Rodenrijs",https://www.funda.nl/detail/huur/berkel-en-rodenrijs/parkeergelegenheid-industrieweg-69-179/43655316/,Industrieweg 69-179,Bedrijventerrein Rodenrijs,,,325.0,,,5 maanden,Beschikbaar,Per direct beschikbaar,,,,,,,,,231.0,,,,,,Niet beschikbaar,,,,,,,,,,,,Garage,2651 BC,Berkel en Rodenrijs,,,42
91,1732824965-92,https://www.funda.nl/zoeken/huur?selected_area=%5B%22nl%22%5D&search_result=280,"Plantage Kerklaan 61-A
             
                1018 CX Amsterdam",https://www.funda.nl/detail/huur/amsterdam/appartement-plantage-kerklaan-61-a/43767427/,Plantage Kerklaan 61-A,Plantage,,2.0,3750.0,€ 3.750 per maand (geen servicekosten),,7 weken,,,,Bestaande bouw,1876.0,,,,,,600.0,3.0,,,,,Niet beschikbaar,,,,,,,,,,,,,1018 CX,Amsterdam,3750.0,,17
92,1732824967-93,https://www.funda.nl/zoeken/huur?selected_area=%5B%22nl%22%5D&search_result=280,"Molenstraat 6
             
                4554 CG Westdorpe",https://www.funda.nl/detail/huur/westdorpe/appartement-molenstraat-6/43767193/,Molenstraat 6,Kern Westdorpe,,1.0,1000.0,€ 1.000 per maand (geen servicekosten),,7 weken,,,,Bestaande bouw,1930.0,,,,,,300.0,2.0,,,,,Niet beschikbaar,,,,,,,,,,,,,4554 CG,Westdorpe,1000.0,,442
93,1732824970-94,https://www.funda.nl/zoeken/huur?selected_area=%5B%22nl%22%5D&search_result=280,"Hollandse Toren 55
             
                3511 BN Utrecht",https://www.funda.nl/detail/huur/utrecht/appartement-hollandse-toren-55/43706512/,Hollandse Toren 55,Hoog-Catharijne NS en Jaarbeurs,,2.0,2695.0,€ 2.695 per maand (geen servicekosten),,3 weken,,,,Bestaande bouw,2013.0,,,,,,250.0,3.0,,,,,Niet beschikbaar,,,,,,,,,,,,,3511 BN,Utrecht,2695.0,,398
94,1732824972-95,https://www.funda.nl/zoeken/huur?selected_area=%5B%22nl%22%5D&search_result=280,"J.A. Rädeckerweg 9-a
             
                1871 CJ Schoorl",https://www.funda.nl/detail/huur/schoorl/appartement-ja-radeckerweg-9-a/43716336/,J.A. Rädeckerweg 9-A,Schoorl met Bregtdorp,,2.0,1080.0,€ 1.080 per maand (geen servicekosten),,2 weken,,,,Bestaande bouw,2009.0,,,,,,162.0,3.0,,,,,Niet beschikbaar,,,,,,,,,,,,,1871 CJ,Schoorl,1080.0,,353
95,1732824974-96,https://www.funda.nl/zoeken/huur?selected_area=%5B%22nl%22%5D&search_result=280,"Androsdreef 6
             
                3562 XA Utrecht",https://www.funda.nl/detail/huur/utrecht/appartement-androsdreef-6/43714556/,Androsdreef 6,Zamenhofdreef en omgeving,,3.0,1995.0,€ 1.995 per maand (geen servicekosten),,20 november 2024,,,,Bestaande bouw,1966.0,,,,,,240.0,4.0,,,,,Niet beschikbaar,,,,,,,,,,,,,3562 XA,Utrecht,1995.0,,398
96,1732824978-97,https://www.funda.nl/zoeken/huur?selected_area=%5B%22nl%22%5D&search_result=280,"Waldorpstraat 1796
             
                2521 CZ Den Haag",https://www.funda.nl/detail/huur/den-haag/appartement-waldorpstraat-1796/43725588/,Waldorpstraat 1796,Laakhaven-West,,2.0,2500.0,€ 2.500 per maand (geen servicekosten),,21 november 2024,,,,Bestaande bouw,2023.0,,,,,,208.0,3.0,,,,,Niet beschikbaar,,,,,,,,,,,,,2521 CZ,Den Haag,2500.0,,90
97,1732824980-98,https://www.funda.nl/zoeken/huur?selected_area=%5B%22nl%22%5D&search_result=280,"Fien de la Marstraat 2
             
                1902 MV Castricum",https://www.funda.nl/detail/huur/castricum/appartement-fien-de-la-marstraat-2/43726083/,Fien de la Marstraat 2,Albert's Hoeve,,2.0,1650.0,€ 1.650 per maand (geen servicekosten),,22 november 2024,,,,Bestaande bouw,2002.0,,,,,,195.0,3.0,,,,,Niet beschikbaar,,,,,,,,,,,,,1902 MV,Castricum,1650.0,,73
98,1732824983-99,https://www.funda.nl/zoeken/huur?selected_area=%5B%22nl%22%5D&search_result=280,"Berg en Dalseweg 79-A95
             
                6522 BC Nijmegen",https://www.funda.nl/detail/huur/nijmegen/appartement-berg-en-dalseweg-79-a95/43728389/,Berg en Dalseweg 79-A95,Hunnerberg,,1.0,945.0,"€ 945 per maand (exclusief servicekosten à € 185,00 /mnd)",,25 november 2024,,,,Bestaande bouw,2023.0,,,,,,190.0,2.0,,,,,Niet beschikbaar,,,,,,,,,,,,,6522 BC,Nijmegen,945.0,,284
99,1732824985-100,https://www.funda.nl/zoeken/huur?selected_area=%5B%22nl%22%5D&search_result=280,"Verlengde Lodewijkstraat 21-A
             
                9724 EK Groningen",https://www.funda.nl/detail/huur/groningen/appartement-verlengde-lodewijkstraat-21-a/43722000/,Verlengde Lodewijkstraat 21-A,Oosterpoort,,,1495.0,€ 1.495 per maand (geen servicekosten),,27 november 2024,,,,Bestaande bouw,2000.0,,,,,,225.0,,,,,,Niet beschikbaar,,,,,,,,,,,,,9724 EK,Groningen,1495.0,,142
100,1732824988-101,https://www.funda.nl/zoeken/huur?selected_area=%5B%22nl%22%5D&search_result=280,"Ambachtsmark 13-E
             
                1355 EB Almere",https://www.funda.nl/detail/huur/almere/parkeergelegenheid-ambachtsmark-13-e/42267484/,Ambachtsmark 13-E,"Ambachtsmark, Vrijmark en Zuidmark",,,270.0,,,6+ maanden,Beschikbaar,In overleg,,,,,,,,17.0,231.0,,,,,,Niet beschikbaar,,,,,,,,,,,,Garage,1355 EB,Almere,,,11
101,1732824990-102,https://www.funda.nl/zoeken/huur?selected_area=%5B%22nl%22%5D&search_result=280,"Haagdijk 142-b15
             
                4811 TW Breda",https://www.funda.nl/detail/huur/breda/parkeergelegenheid-haagdijk-142-b15/43666864/,Haagdijk 142-B15,Schorsmolen,,,75.0,,,4 maanden,Beschikbaar,In overleg,,,,,,,,2052.0,231.0,,,,,,Niet beschikbaar,,,,,,,,,,,,Parkeerplaats,4811 TW,Breda,,,58
